/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_34_915.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_34_915.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_34_915.jpg, 0, 0, 0, 7.78195E-05
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_35_016.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_35_016.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_35_016.jpg, 0, 0, 0, 7.946895E-05
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_35_118.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_35_118.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_35_118.jpg, 0, 0, 0, 7.977695E-05
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_35_221.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_35_221.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_35_221.jpg, 0, 0, 0, 7.802252E-05
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_35_322.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_35_322.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_35_322.jpg, 0, 0.07675517, 0, 0.07306025
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_35_423.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_35_423.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_35_423.jpg, 0, 0.386766, 0, 0.3487886
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_35_529.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_35_529.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_35_529.jpg, 0, 0.7368239, 0, 1.168886
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_35_628.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_35_628.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_35_628.jpg, 0, 1, 0, 2.240119
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_35_728.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_35_728.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_35_728.jpg, 0, 1, 0, 3.419682
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_35_832.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_35_832.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_35_832.jpg, 0, 1, 0, 4.592523
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_35_932.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_35_932.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_35_932.jpg, 0, 1, 0, 5.752457
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_36_035.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_36_035.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_36_035.jpg, 0, 1, 0, 6.90123
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_36_137.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_36_137.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_36_137.jpg, -0.1888289, 1, 0, 8.030224
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_36_240.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_36_240.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_36_240.jpg, -0.1567318, 1, 0, 9.138028
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_36_340.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_36_340.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_36_340.jpg, 0, 1, 0, 10.24894
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_36_442.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_36_442.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_36_442.jpg, 0, 1, 0, 11.35309
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_36_544.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_36_544.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_36_544.jpg, 0, 1, 0, 12.48475
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_36_645.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_36_645.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_36_645.jpg, -0.2150431, 1, 0, 13.45713
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_36_745.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_36_745.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_36_745.jpg, -0.2710651, 1, 0, 14.61693
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_36_845.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_36_845.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_36_845.jpg, 0, 1, 0, 15.46159
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_36_948.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_36_948.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_36_948.jpg, -0.03776693, 1, 0, 16.71926
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_37_052.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_37_052.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_37_052.jpg, -0.3483839, 1, 0, 17.92552
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_37_152.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_37_152.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_37_152.jpg, -0.05895889, 1, 0, 18.7824
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_37_270.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_37_270.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_37_270.jpg, -0.1236298, 1, 0, 20.01698
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_37_370.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_37_370.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_37_370.jpg, -0.4258407, 1, 0, 21.04365
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_37_474.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_37_474.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_37_474.jpg, -0.482052, 1, 0, 21.83246
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_37_580.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_37_580.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_37_580.jpg, -0.1784821, 1, 0, 22.86357
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_37_684.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_37_684.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_37_684.jpg, -0.3018419, 1, 0, 23.82421
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_37_785.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_37_785.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_37_785.jpg, -0.4599749, 1, 0, 24.70617
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_37_888.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_37_888.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_37_888.jpg, -0.1069197, 1, 0, 25.86531
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_37_995.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_37_995.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_37_995.jpg, 0, 1, 0, 26.79425
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_38_097.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_38_097.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_38_097.jpg, 0, 1, 0, 27.73023
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_38_200.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_38_200.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_38_200.jpg, 0, 1, 0, 28.65932
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_38_302.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_38_302.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_38_302.jpg, 0, 1, 0, 29.57937
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_38_407.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_38_407.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_38_407.jpg, 0, 1, 0, 30.19007
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_38_512.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_38_512.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_38_512.jpg, 0, 1, 0, 30.19028
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_38_616.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_38_616.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_38_616.jpg, -0.1010971, 1, 0, 30.18819
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_38_717.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_38_717.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_38_717.jpg, 0, 1, 0, 30.18996
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_38_821.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_38_821.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_38_821.jpg, 0, 1, 0, 30.19007
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_38_922.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_38_922.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_38_922.jpg, -0.1465709, 1, 0, 30.18421
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_39_030.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_39_030.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_39_030.jpg, -0.499953, 1, 0, 30.14266
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_39_131.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_39_131.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_39_131.jpg, -0.627516, 1, 0, 30.14047
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_39_235.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_39_235.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_39_235.jpg, -0.3280113, 1, 0, 30.19627
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_39_335.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_39_335.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_39_335.jpg, -0.02904618, 1, 0, 30.1856
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_39_437.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_39_437.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_39_437.jpg, 0, 1, 0, 30.1892
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_39_539.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_39_539.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_39_539.jpg, 0, 1, 0, 30.19039
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_39_647.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_39_647.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_39_647.jpg, 0, 1, 0, 30.19002
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_39_747.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_39_747.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_39_747.jpg, 0, 1, 0, 30.19027
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_39_852.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_39_852.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_39_852.jpg, 0, 1, 0, 30.19082
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_39_955.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_39_955.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_39_955.jpg, 0, 1, 0, 30.19034
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_40_062.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_40_062.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_40_062.jpg, 0, 1, 0, 30.19048
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_40_167.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_40_167.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_40_167.jpg, 0, 1, 0, 30.19032
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_40_272.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_40_272.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_40_272.jpg, -0.2307483, 1, 0, 30.17601
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_40_373.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_40_373.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_40_373.jpg, 0, 1, 0, 30.1896
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_40_474.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_40_474.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_40_474.jpg, 0, 1, 0, 30.19019
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_40_580.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_40_580.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_40_580.jpg, 0, 1, 0, 30.19031
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_40_685.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_40_685.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_40_685.jpg, -0.2105312, 1, 0, 30.17888
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_40_789.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_40_789.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_40_789.jpg, -0.1012473, 1, 0, 30.19125
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_40_895.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_40_895.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_40_895.jpg, 0, 1, 0, 30.1902
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_41_000.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_41_000.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_41_000.jpg, 0, 1, 0, 30.19025
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_41_105.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_41_105.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_41_105.jpg, 0, 1, 0, 30.19028
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_41_205.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_41_205.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_41_205.jpg, -0.3016623, 1, 0, 30.16847
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_41_307.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_41_307.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_41_307.jpg, -0.04022419, 1, 0, 30.19057
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_41_412.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_41_412.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_41_412.jpg, 0, 1, 0, 30.19006
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_41_512.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_41_512.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_41_512.jpg, 0, 1, 0, 30.19026
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_41_617.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_41_617.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_41_617.jpg, -0.03445172, 1, 0, 30.19008
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_41_721.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_41_721.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_41_721.jpg, 0, 1, 0, 30.19016
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_41_824.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_41_824.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_41_824.jpg, 0, 1, 0, 30.1904
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_41_928.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_41_928.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_41_928.jpg, 0, 1, 0, 30.1903
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_42_030.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_42_030.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_42_030.jpg, 0, 1, 0, 30.19032
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_42_133.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_42_133.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_42_133.jpg, -0.170478, 1, 0, 30.1822
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_42_238.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_42_238.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_42_238.jpg, -0.02806771, 1, 0, 30.19063
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_42_338.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_42_338.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_42_338.jpg, 0, 1, 0, 30.19013
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_42_442.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_42_442.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_42_442.jpg, 0, 1, 0, 30.1903
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_42_546.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_42_546.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_42_546.jpg, -0.1638357, 1, 0, 30.18349
/Users/crypboy/Desktop/self driving car project/IMG/center_2021_12_02_23_20_42_650.jpg, /Users/crypboy/Desktop/self driving car project/IMG/left_2021_12_02_23_20_42_650.jpg, /Users/crypboy/Desktop/self driving car project/IMG/right_2021_12_02_23_20_42_650.jpg, 0, 1, 0, 30.18993
